,CRASH_NUMB,CRASH_DATE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,CRASH_SEVERITY_DESCR,IS_SEVERE,NUMB_VEHC,NUMB_NONFATAL_INJR,NUMB_FATAL_INJR,WEATH_COND_DESCR,WEATHER_SIMPLE,ROAD_SURF_COND_DESCR,ROAD_SIMPLE,AMBNT_LIGHT_DESCR,LIGHTING_SIMPLE,MANR_COLL_DESCR,SPEED_LIMIT,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON
65516,5556541,2025-07-19 14:05:00+00:00,14,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.35095367,-71.14976375
65517,5556540,2025-06-03 12:00:00+00:00,12,Tuesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.30039051,-71.0720416
65520,5556537,2025-05-31 23:07:00+00:00,23,Saturday,May,1,Non-fatal injury,1,1,2,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Four-way intersection,No controls,42.2790281,-71.13616448
65521,5556536,2025-07-19 19:06:00+00:00,19,Saturday,July,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.35515307,-71.1451614
65523,5556534,2025-06-05 21:53:00+00:00,21,Thursday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,Four-way intersection,Traffic control signal,42.35098823,-71.04395912
65524,5556533,2025-07-11 15:24:00+00:00,15,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.25505348,-71.12425571
65525,5556532,2025-05-29 15:40:00+00:00,15,Thursday,May,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,24.0,Not at junction,No controls,42.35068009,-71.04312906
65526,5556531,2025-07-10 07:30:00+00:00,7,Thursday,July,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Other,Other,"Sideswipe, opposite direction",25.0,T-intersection,Traffic control signal,42.34863744,-71.07178064
65528,5556529,2025-07-20 09:31:00+00:00,9,Sunday,July,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Not reported,Not reported,42.26460491,-71.11164496
65529,5556528,2025-07-28 11:26:00+00:00,11,Monday,July,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Four-way intersection,Traffic control signal,42.29440701,-71.08817367
65530,5556527,2025-07-12 12:07:00+00:00,12,Saturday,July,1,Fatal injury,1,1,0,1,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,T-intersection,No controls,42.30075434,-71.06012141
65531,5556526,2025-05-21 17:04:00+00:00,17,Wednesday,May,0,Non-fatal injury,1,2,1,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.28141287,-71.13353844
65532,5556525,2025-05-25 23:35:00+00:00,23,Sunday,May,1,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.28141287,-71.13353844
65534,5556523,2025-05-24 11:43:00+00:00,11,Saturday,May,1,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Rear-end,25.0,T-intersection,No controls,42.25580721,-71.12119058
65536,5556521,2025-07-09 09:57:00+00:00,9,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.2793411,-71.11673838
65537,5556520,2025-06-29 18:48:00+00:00,18,Sunday,June,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.2618559,-71.12202708
65542,5556515,2025-07-15 20:26:00+00:00,20,Tuesday,July,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Front to Front,24.0,Four-way intersection,Traffic control signal,42.34811881,-71.088141
65543,5556514,2025-06-30 10:39:00+00:00,10,Monday,June,0,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Four-way intersection,Traffic control signal,42.26116392,-71.15703869
65544,5556513,2025-07-18 10:53:00+00:00,10,Friday,July,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.29273859,-71.13801899
65546,5556511,2025-06-30 01:07:00+00:00,1,Monday,June,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.30587167,-71.10807693
65548,5556509,2025-06-24 15:00:00+00:00,15,Tuesday,June,0,Non-fatal injury,1,3,3,0,Other,Other,Dry,Dry,Daylight,Daylight,Unknown,,T-intersection,Traffic control signal,42.32281356,-71.10058538
65549,5556508,2025-06-03 23:12:00+00:00,23,Tuesday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Rear,25.0,Four-way intersection,Traffic control signal,42.33558792,-71.15047373
65551,5556505,2025-05-28 17:06:00+00:00,17,Wednesday,May,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.33220922,-71.07068864
65552,5556504,2025-06-24 23:48:00+00:00,23,Tuesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Four-way intersection,Traffic control signal,42.27156959,-71.17260086
65553,5556503,2025-06-25 18:28:00+00:00,18,Wednesday,June,0,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,T-intersection,Traffic control signal,42.30113335,-71.11458941
65554,5556502,2025-06-04 09:00:00+00:00,9,Wednesday,June,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.33079907,-71.1115974
65555,5556501,2025-06-22 11:38:00+00:00,11,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Traffic circle,Traffic control signal,42.28644842,-71.12812752
65556,5556500,2025-06-13 15:47:00+00:00,15,Friday,June,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Not at junction,No controls,42.28605761,-71.14426157
65557,5556499,2025-06-21 14:14:00+00:00,14,Saturday,June,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,Not at junction,Not reported,42.30485346,-71.11466995
65558,5556498,2025-06-02 16:43:00+00:00,16,Monday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,,Four-way intersection,Traffic control signal,42.31046334,-71.10699759
65559,5556497,2025-06-22 03:29:00+00:00,3,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,No controls,42.30243039,-71.07156857
65561,5556495,2025-06-15 13:24:00+00:00,13,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,T-intersection,Stop signs,42.2767782,-71.16550524
65563,5556493,2025-06-10 08:15:00+00:00,8,Tuesday,June,0,Non-fatal injury,1,1,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,T-intersection,Stop signs,42.31444302,-71.10480629
65564,5556492,2025-07-18 11:10:00+00:00,11,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.33421651,-71.07973128
65566,5556490,2025-07-11 01:39:00+00:00,1,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Rear,25.0,Not at junction,No controls,42.26861484,-71.1315946
65567,5556489,2025-06-19 22:02:00+00:00,22,Thursday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Four-way intersection,Stop signs,42.34917491,-71.08413946
65570,5556486,2025-07-07 06:05:00+00:00,6,Monday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Front,,Not at junction,No controls,42.25833333,-71.12350815
65571,5556485,2025-07-18 11:05:00+00:00,11,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,No controls,42.33544306,-71.07078215
65573,5556483,2025-07-25 13:02:00+00:00,13,Friday,July,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,Four-way intersection,No controls,42.35075637,-71.08492991
65575,5556481,2025-06-18 08:15:00+00:00,8,Wednesday,June,0,Non-fatal injury,1,1,1,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,25.0,Y-intersection,Traffic control signal,42.34333181,-71.08579629
65576,5556480,2025-07-03 23:10:00+00:00,23,Thursday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,Four-way intersection,Stop signs,42.33444553,-71.07573382
65577,5556479,2025-07-29 21:45:00+00:00,21,Tuesday,July,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - roadway not lighted,Dark - Lighted,Not reported,,Not at junction,No controls,42.23796038,-71.12997664
65578,5556478,2025-07-02 07:07:00+00:00,7,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.35167504,-71.12131148
65579,5556477,2025-05-21 21:36:00+00:00,21,Wednesday,May,0,Non-fatal injury,1,1,1,0,Cloudy,Cloudy,Dry,Dry,Dark - roadway not lighted,Dark - Lighted,Unknown,27.0,Not at junction,No controls,42.34872497,-71.07757453
65584,5556472,2025-05-23 14:31:00+00:00,14,Friday,May,0,Non-fatal injury,1,1,1,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Four-way intersection,No controls,42.34311047,-71.09955447
65585,5556471,2025-05-31 14:19:00+00:00,14,Saturday,May,1,Property damage only (none injured),0,2,0,0,Cloudy/Rain,Rain,Wet,Wet,Daylight,Daylight,Front to Front,25.0,Not at junction,No controls,42.25644395,-71.12395946
65586,5556470,2025-05-30 16:06:00+00:00,16,Friday,May,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,,Not at junction,No controls,42.33589308,-71.07773183
65587,5556469,2025-07-17 20:17:00+00:00,20,Thursday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,"Sideswipe, same direction",5.0,Not at junction,No controls,42.34519062,-71.14264007
65591,5556465,2025-06-21 07:08:00+00:00,7,Saturday,June,1,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.35237533,-71.15445338
65592,5556464,2025-07-10 09:55:00+00:00,9,Thursday,July,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Other,Other,Rear to Side,,T-intersection,Not reported,42.31009483,-71.10611865
65593,5556463,2025-07-01 17:25:00+00:00,17,Tuesday,July,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.35077404,-71.11201546
65594,5556462,2025-06-09 12:20:00+00:00,12,Monday,June,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not reported,Traffic control signal,42.35325574,-71.1337206
65596,5556460,2025-06-11 14:52:00+00:00,14,Wednesday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Not at junction,No controls,42.35632508,-71.14978368
65597,5556459,2025-06-19 21:42:00+00:00,21,Thursday,June,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,Traffic control signal,42.36309944,-71.13587696
65598,5556458,2025-06-16 00:36:00+00:00,0,Monday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Unknown,,Unknown,No controls,42.35406673,-71.13236596
65602,5556454,2025-07-12 10:52:00+00:00,10,Saturday,July,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Four-way intersection,Traffic control signal,42.31840454,-71.09837691
65604,5556452,2025-05-28 11:40:00+00:00,11,Wednesday,May,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Unknown,,Not at junction,No controls,42.35958398,-71.1498753
65605,5556451,2025-07-21 07:40:00+00:00,7,Monday,July,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Four-way intersection,Traffic control signal,42.33562835,-71.0354429
65608,5556448,2025-05-23 14:14:00+00:00,14,Friday,May,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,,Unknown,No controls,42.36113154,-71.06710205
65610,5556446,2025-07-18 20:17:00+00:00,20,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.32049961,-71.0614808
65611,5556445,2025-06-17 09:35:00+00:00,9,Tuesday,June,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",35.0,Unknown,Traffic control signal,42.3237956,-71.11172351
65613,5556443,2025-07-09 09:20:00+00:00,9,Wednesday,July,0,Property damage only (none injured),0,2,0,0,Rain/Cloudy,Rain,Wet,Wet,Daylight,Daylight,Front to Front,,Four-way intersection,Traffic control signal,42.33236793,-71.07234652
65615,5556441,2025-06-03 18:22:00+00:00,18,Tuesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Front,,Four-way intersection,Traffic control signal,42.30888077,-71.10247099
65616,5556440,2025-06-19 16:31:00+00:00,16,Thursday,June,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,,T-intersection,Stop signs,42.33580728,-71.04507188
65617,5556439,2025-05-23 16:31:00+00:00,16,Friday,May,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Front to Front,,Four-way intersection,Flashing traffic control signal,42.32493042,-71.09841224
65618,5556438,2025-05-22 23:47:00+00:00,23,Thursday,May,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,No controls,42.32590453,-71.05249799
65619,5556437,2025-07-16 08:45:00+00:00,8,Wednesday,July,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,Y-intersection,Stop signs,42.30749269,-71.06269983
65622,5556434,2025-07-05 10:05:00+00:00,10,Saturday,July,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,25.0,Four-way intersection,Traffic control signal,42.33256321,-71.0720867
65623,5556433,2025-07-25 17:42:00+00:00,17,Friday,July,0,Non-fatal injury,1,2,2,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Angle,,Four-way intersection,Traffic control signal,42.34954552,-71.07220612
65624,5556432,2025-06-24 05:25:00+00:00,5,Tuesday,June,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,25.0,Y-intersection,Stop signs,42.33190385,-71.07125473
65625,5556431,2025-06-29 21:28:00+00:00,21,Sunday,June,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,30.0,Four-way intersection,Traffic control signal,42.30615255,-71.07840694
65627,5556429,2025-06-24 19:05:00+00:00,19,Tuesday,June,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Four-way intersection,Traffic control signal,42.33547861,-71.04427046
65628,5556428,2025-06-03 14:30:00+00:00,14,Tuesday,June,0,Non-fatal injury,1,2,3,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",,Y-intersection,No controls,42.32163283,-71.05677929
65631,5556425,2025-06-18 21:53:00+00:00,21,Wednesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.33863552,-71.07906364
65632,5556424,2025-07-05 12:49:00+00:00,12,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,Stop signs,42.2911328,-71.07166875
65633,5556423,2025-07-25 06:00:00+00:00,6,Friday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Unknown,25.0,Not at junction,No controls,42.29504687,-71.05854544
65634,5556422,2025-06-24 10:45:00+00:00,10,Tuesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Not at junction,No controls,42.33620755,-71.08605207
65637,5556419,2025-06-13 23:46:00+00:00,23,Friday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Not at junction,No controls,42.2940699,-71.07193131
65638,5556418,2025-05-31 14:30:00+00:00,14,Saturday,May,1,Non-fatal injury,1,1,1,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Front to Rear,25.0,Four-way intersection,Traffic control signal,42.34099067,-71.03558552
65639,5556417,2025-07-17 12:48:00+00:00,12,Thursday,July,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Not reported,23.0,Not at junction,No controls,42.30207812,-71.05966152
65640,5556416,2025-05-24 14:13:00+00:00,14,Saturday,May,1,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.34283271,-71.09027593
65641,5556415,2025-07-24 19:00:00+00:00,19,Thursday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, opposite direction",25.0,Not at junction,No controls,42.29901327,-71.06397434
65644,5556412,2025-06-03 09:11:00+00:00,9,Tuesday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear to Side,,T-intersection,No controls,42.34789642,-71.10409121
65645,5556411,2025-07-27 22:35:00+00:00,22,Sunday,July,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,20.0,Not at junction,No controls,42.30173348,-71.05974586
65646,5556410,2025-07-26 04:45:00+00:00,4,Saturday,July,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Not at junction,No controls,42.3002798,-71.07023511
65648,5556408,2025-05-29 08:54:00+00:00,8,Thursday,May,0,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Front to Front,25.0,Not at junction,No controls,42.28616011,-71.0405245
65650,5556406,2025-07-24 19:00:00+00:00,19,Thursday,July,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,T-intersection,No controls,42.28495827,-71.064512
65651,5556405,2025-07-15 17:22:00+00:00,17,Tuesday,July,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,,Not at junction,Not reported,42.30381902,-71.07064792
65653,5556403,2025-07-26 14:42:00+00:00,14,Saturday,July,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,Four-way intersection,Stop signs,42.28642263,-71.0829296
65654,5556402,2025-07-12 15:08:00+00:00,15,Saturday,July,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Four-way intersection,Traffic control signal,42.30340669,-71.0714259
65655,5556401,2025-06-23 08:12:00+00:00,8,Monday,June,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,T-intersection,No controls,42.30391717,-71.07509657
65656,5556400,2025-06-01 21:47:00+00:00,21,Sunday,June,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.35552965,-71.13278691
65657,5556399,2025-06-24 21:09:00+00:00,21,Tuesday,June,0,Non-fatal injury,1,2,3,0,Clear,Clear,Dry,Dry,Dark - unknown roadway lighting,Dark - Unlighted,Angle,,Not reported,Stop signs,42.30916344,-71.06629791
65659,5556397,2025-04-15 19:20:00+00:00,19,Tuesday,April,0,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,"Sideswipe, same direction",25.0,Y-intersection,Traffic control signal,42.35223164,-71.12440969
65662,5556394,2025-07-21 07:02:00+00:00,7,Monday,July,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Not at junction,No controls,42.2966481,-71.08727859
