,CRASH_NUMB,CRASH_DATE,HOUR,DAY_OF_WEEK,MONTH,IS_WEEKEND,CRASH_SEVERITY_DESCR,IS_SEVERE,NUMB_VEHC,NUMB_NONFATAL_INJR,NUMB_FATAL_INJR,WEATH_COND_DESCR,WEATHER_SIMPLE,ROAD_SURF_COND_DESCR,ROAD_SIMPLE,AMBNT_LIGHT_DESCR,LIGHTING_SIMPLE,MANR_COLL_DESCR,SPEED_LIMIT,RDWY_JNCT_TYPE_DESCR,TRAF_CNTRL_DEVC_TYPE_DESCR,LAT,LON
10827,5498420,2025-02-12 16:15:00+00:00,16,Wednesday,February,0,Non-fatal injury,1,2,1,0,Other,Other,Wet,Wet,Dark - roadway not lighted,Dark - Lighted,Front to Rear,,Four-way intersection,Traffic control signal,42.39163239,-71.01312325
10835,5498411,2025-02-02 21:21:00+00:00,21,Sunday,February,1,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Rear-end,35.0,T-intersection,Traffic control signal,42.27894106,-71.05415605
10839,5498407,2025-01-24 16:00:00+00:00,16,Friday,January,0,Property damage only (none injured),0,3,0,0,Cloudy/Cloudy,Cloudy,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,25.0,On-ramp,No controls,42.32138838,-71.05349631
10845,5498399,2025-02-13 07:23:00+00:00,7,Thursday,February,0,Property damage only (none injured),0,2,0,0,"Sleet, hail (freezing rain or drizzle)",Rain,Wet,Wet,Dawn,Dawn/Dusk,"Sideswipe, same direction",,Not at junction,Not reported,42.36158011,-71.06027803
11025,5498139,2025-02-10 08:13:00+00:00,8,Monday,February,0,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,35.0,T-intersection,Pedestrian Crossing signal/beacon,42.23667363,-71.12995386
11053,5498111,2025-02-11 23:00:00+00:00,23,Tuesday,February,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.35016462,-71.14707899
11105,5498844,2025-02-12 23:08:00+00:00,23,Wednesday,February,0,Non-fatal injury,1,2,2,0,Not Reported,Other,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Not reported,30.0,Not at junction,Not reported,42.33606743,-71.07755446
11159,5498790,2025-02-14 07:20:00+00:00,7,Friday,February,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Angle,25.0,Four-way intersection,Traffic control signal,42.36091492,-71.05280872
11225,5498722,2025-01-31 12:26:00+00:00,12,Friday,January,0,Property damage only (none injured),0,2,0,0,Rain/Cloudy,Rain,Wet,Wet,Daylight,Daylight,Rear-end,25.0,Four-way intersection,Traffic control signal,42.3074776,-71.0759399
11246,5498686,2025-02-14 05:44:00+00:00,5,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Front to Front,25.0,T-intersection,Traffic control signal,42.34997736,-71.08452944
11257,5498671,2025-01-15 08:31:00+00:00,8,Wednesday,January,0,Non-fatal injury,1,3,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,35.0,Not at junction,Traffic control signal,42.29011665,-71.04586865
11324,5498603,2025-02-13 21:46:00+00:00,21,Thursday,February,0,Non-fatal injury,1,2,1,0,Clear,Clear,Slush,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,Traffic control signal,42.27161238,-71.09373801
11339,5498588,2025-02-13 18:10:00+00:00,18,Thursday,February,0,Property damage only (none injured),0,2,0,0,Other/Rain,Rain,Wet,Wet,Dusk,Dawn/Dusk,Front to Front,25.0,Four-way intersection,Traffic control signal,42.32951137,-71.05701732
11360,5498566,2025-02-11 07:56:00+00:00,7,Tuesday,February,0,Property damage only (none injured),0,4,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.34758527,-71.08513276
11457,5498931,2025-02-15 02:46:00+00:00,2,Saturday,February,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - unknown roadway lighting,Dark - Unlighted,"Sideswipe, same direction",25.0,Unknown,Stop signs,42.35081908,-71.06601783
11458,5498930,2025-02-07 15:25:00+00:00,15,Friday,February,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Head-on,10.0,Not at junction,No controls,42.36921379,-71.02008215
11476,5498912,2025-02-14 05:05:00+00:00,5,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dusk,Dawn/Dusk,Head-on,,T-intersection,Not reported,42.30162009,-71.06840355
11491,5498896,2025-02-14 22:06:00+00:00,22,Friday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Four-way intersection,Traffic control signal,42.35121321,-71.11575305
11515,5498872,2025-02-13 07:05:00+00:00,7,Thursday,February,0,Non-fatal injury,1,3,1,0,Rain/Cloudy,Rain,Wet,Wet,Daylight,Daylight,Angle,25.0,T-intersection,No controls,42.28177649,-71.08737337
11521,5498866,2025-01-23 17:00:00+00:00,17,Thursday,January,0,Property damage only (none injured),0,3,0,0,Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,Angle,35.0,Not at junction,No controls,42.29042067,-71.16820037
11598,5499072,2025-01-23 23:46:00+00:00,23,Thursday,January,0,Property damage only (none injured),0,3,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,30.0,Four-way intersection,Traffic control signal,42.34885781,-71.09158907
11605,5499065,2025-02-16 03:34:00+00:00,3,Sunday,February,1,Non-fatal injury,1,2,1,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Rear-end,,T-intersection,Traffic control signal,42.35742906,-71.14830969
11606,5499064,2025-02-15 21:31:00+00:00,21,Saturday,February,1,Property damage only (none injured),0,2,0,0,"Blowing sand, snow/Snow",Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Four-way intersection,Traffic control signal,42.33579867,-71.0544193
11613,5499057,2025-02-13 04:19:00+00:00,4,Thursday,February,0,Property damage only (none injured),0,1,0,0,"Snow/Sleet, hail (freezing rain or drizzle)",Rain,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,55.0,Not at junction,No controls,42.35758467,-71.14059797
11625,5499045,2025-02-15 16:15:00+00:00,16,Saturday,February,1,Property damage only (none injured),0,2,0,0,Cloudy,Cloudy,Dry,Dry,Dusk,Dawn/Dusk,Front to Front,25.0,T-intersection,No controls,42.2582286,-71.16071558
11627,5499043,2025-02-15 19:59:00+00:00,19,Saturday,February,1,Non-fatal injury,1,2,2,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Angle,25.0,Four-way intersection,Traffic control signal,42.31127512,-71.07001846
11658,5499282,2025-01-29 16:47:00+00:00,16,Wednesday,January,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",,Five-point or more,Traffic control signal,42.33374873,-71.06458309
11659,5499281,2025-02-16 18:34:00+00:00,18,Sunday,February,1,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Angle,,Not at junction,Traffic control signal,42.34382268,-71.06109744
11705,5499235,2025-02-17 05:48:00+00:00,5,Monday,February,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Head-on,25.0,Not reported,Traffic control signal,42.30535427,-71.08045422
11719,5499221,2025-01-26 17:05:00+00:00,17,Sunday,January,1,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Front,,T-intersection,No controls,42.28632501,-71.07003591
11721,5499219,2025-01-17 12:18:00+00:00,12,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Four-way intersection,Traffic control signal,42.33344538,-71.0709469
11769,5499171,2025-02-04 18:55:00+00:00,18,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Cloudy/Cloudy,Cloudy,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.35775523,-71.15913416
11773,5499167,2025-02-16 20:00:00+00:00,20,Sunday,February,1,Non-fatal injury,1,1,1,0,Snow/Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,On-ramp,Not reported,42.35228362,-71.05803032
11774,5499166,2025-02-02 23:57:00+00:00,23,Sunday,February,1,Property damage only (none injured),0,2,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,"Sideswipe, opposite direction",25.0,Not at junction,No controls,42.32102126,-71.11656982
11790,5499148,2025-02-14 07:55:00+00:00,7,Friday,February,0,Non-fatal injury,1,4,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.35998519,-71.05258847
11791,5499147,2025-02-16 13:20:00+00:00,13,Sunday,February,1,Non-fatal injury,1,2,2,0,"Sleet, hail (freezing rain or drizzle)",Rain,Wet,Wet,Daylight,Daylight,Not reported,24.0,Four-way intersection,Traffic control signal,42.34954552,-71.07220612
11794,5499144,2025-02-10 06:03:00+00:00,6,Monday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,45.0,Not at junction,No controls,42.35489863,-71.11823485
11856,5499829,2025-02-10 17:42:00+00:00,17,Monday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,T-intersection,Traffic control signal,42.33031402,-71.08405143
11861,5499824,2025-02-15 17:00:00+00:00,17,Saturday,February,1,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Not at junction,No controls,42.36607061,-71.01756997
11873,5499788,2025-02-17 08:46:00+00:00,8,Monday,February,0,Property damage only (none injured),0,2,0,0,Snow,Snow/Ice,Ice,Snow/Ice,Daylight,Daylight,Unknown,2.0,T-intersection,Not reported,42.31829584,-71.07781405
11893,5499764,2025-02-18 08:00:00+00:00,8,Tuesday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.34367439,-71.10226103
11924,5499733,2025-02-04 14:04:00+00:00,14,Tuesday,February,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Traffic circle,No controls,42.30923374,-71.12137203
11952,5499705,2025-02-04 09:52:00+00:00,9,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.27415998,-71.1736201
11954,5499703,2025-02-05 13:34:00+00:00,13,Wednesday,February,0,Non-fatal injury,1,3,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.28054184,-71.17076775
11956,5499701,2025-02-08 10:32:00+00:00,10,Saturday,February,1,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,35.0,Not at junction,No controls,42.29648971,-71.14517994
12110,5499544,2025-01-31 23:35:00+00:00,23,Friday,January,0,Property damage only (none injured),0,3,0,0,Rain,Rain,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Angle,30.0,Four-way intersection,Stop signs,42.27813283,-71.07472758
12112,5499542,2025-02-11 06:44:00+00:00,6,Tuesday,February,0,Property damage only (none injured),0,1,0,0,Cloudy,Cloudy,Wet,Wet,Dawn,Dawn/Dusk,Single vehicle crash,30.0,Not at junction,No controls,42.28439264,-71.04586583
12130,5499522,2025-02-10 05:49:00+00:00,5,Monday,February,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,25.0,T-intersection,Traffic control signal,42.30985912,-71.09217156
12132,5499520,2025-02-15 15:40:00+00:00,15,Saturday,February,1,Non-fatal injury,1,1,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,25.0,T-intersection,Stop signs,42.30549139,-71.11466969
12262,5499387,2025-02-16 05:40:00+00:00,5,Sunday,February,1,Property damage only (none injured),0,2,0,0,"Sleet, hail (freezing rain or drizzle)/Cloudy",Rain,Slush,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Angle,50.0,Not at junction,No controls,42.34753337,-71.06583374
12264,5499385,2025-02-16 04:05:00+00:00,4,Sunday,February,1,Property damage only (none injured),0,2,0,0,Snow/Cloudy,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Angle,,Four-way intersection,Traffic control signal,42.3437225,-71.05140791
12331,5499317,2025-02-10 05:45:00+00:00,5,Monday,February,0,Property damage only (none injured),0,1,0,0,Clear/Snow,Clear,Wet,Wet,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Four-way intersection,Traffic control signal,42.27284684,-71.14366431
12458,5500209,2025-02-15 23:06:00+00:00,23,Saturday,February,1,Property damage only (none injured),0,1,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,55.0,Not at junction,No controls,42.27707667,-71.0491142
12462,5500205,2025-02-16 03:57:00+00:00,3,Sunday,February,1,Property damage only (none injured),0,1,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,55.0,Not at junction,No controls,42.30331004,-71.05169934
12480,5500186,2025-02-14 07:50:00+00:00,7,Friday,February,0,Non-fatal injury,1,2,3,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Four-way intersection,Traffic control signal,42.30051409,-71.1067102
12486,5500179,2025-02-11 07:46:00+00:00,7,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Y-intersection,No controls,42.32903312,-71.05736383
12492,5500173,2025-02-02 15:20:00+00:00,15,Sunday,February,1,Non-fatal injury,1,2,1,0,Cloudy,Cloudy,Other,Other,Daylight,Daylight,Rear-end,25.0,Not at junction,Traffic control signal,42.33853469,-71.03551457
12693,5499961,2025-02-18 20:45:00+00:00,20,Tuesday,February,0,Non-fatal injury,1,2,2,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Head-on,25.0,Unknown,No controls,42.31762937,-71.06642127
12813,5500783,2025-02-16 00:41:00+00:00,0,Sunday,February,1,Property damage only (none injured),0,3,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.28998665,-71.04365895
12826,5500770,2025-02-20 10:11:00+00:00,10,Thursday,February,0,Property damage only (none injured),0,2,0,0,Cloudy/Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,,Not at junction,Not reported,42.30076328,-71.0669621
12878,5500713,2025-02-19 13:00:00+00:00,13,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, opposite direction",25.0,Four-way intersection,Traffic control signal,42.34954552,-71.07220612
13081,5500494,2025-01-17 15:40:00+00:00,15,Friday,January,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,40.0,T-intersection,Traffic control signal,42.36092347,-71.11778327
13106,5500469,2025-02-03 23:10:00+00:00,23,Monday,February,0,Property damage only (none injured),0,1,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,35.0,Not at junction,No controls,42.35189293,-71.11163381
13108,5500467,2025-01-27 09:16:00+00:00,9,Monday,January,0,Non-fatal injury,1,2,1,0,Clear/Cloudy,Clear,Dry,Dry,Daylight,Daylight,Rear-end,35.0,Not at junction,No controls,42.36499641,-71.06977036
13109,5500466,2025-02-02 23:52:00+00:00,23,Sunday,February,1,Property damage only (none injured),0,1,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,35.0,Not at junction,Not reported,42.35964226,-71.11728407
13125,5500450,2025-02-19 17:55:00+00:00,17,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Not reported,,Unknown,Traffic control signal,42.35251264,-71.05939685
13132,5500443,2025-02-19 17:26:00+00:00,17,Wednesday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Snow,Snow/Ice,Dusk,Dawn/Dusk,Single vehicle crash,25.0,Not at junction,No controls,42.32014167,-71.12236195
13240,5501064,2025-02-21 08:49:00+00:00,8,Friday,February,0,Non-fatal injury,1,3,3,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.32025497,-71.06103529
13377,5500917,2025-02-20 21:13:00+00:00,21,Thursday,February,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",55.0,Not at junction,No controls,42.29818595,-71.04747363
13414,5500878,2025-02-20 23:20:00+00:00,23,Thursday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Other,Other,Dark - lighted roadway,Dark - Lighted,Not reported,,Not at junction,No controls,42.36390243,-71.06223273
13471,5501261,2025-02-21 21:41:00+00:00,21,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,,Four-way intersection,Stop signs,42.33798787,-71.04398246
13472,5501260,2025-02-18 14:32:00+00:00,14,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Not Reported,Other,Wet,Wet,Dawn,Dawn/Dusk,Front to Rear,,Not reported,Not reported,42.36558919,-71.05850876
13527,5501205,2025-02-12 13:41:00+00:00,13,Wednesday,February,0,Non-fatal injury,1,2,1,0,Clear/Clear,Clear,Wet,Wet,Daylight,Daylight,Rear-end,25.0,T-intersection,No controls,42.27434353,-71.14075271
13528,5501203,2025-02-03 01:36:00+00:00,1,Monday,February,0,Property damage only (none injured),0,1,0,0,Snow/Cloudy,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,45.0,Not at junction,No controls,42.30015231,-71.10396043
13534,5501197,2025-02-22 02:50:00+00:00,2,Saturday,February,1,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Angle,,Four-way intersection,Traffic control signal,42.29638786,-71.08046
13610,5501345,2025-02-05 12:26:00+00:00,12,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,On-ramp,Traffic control signal,42.34141922,-71.06300687
13617,5501338,2025-02-12 08:21:00+00:00,8,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.34683604,-71.03735421
13620,5501335,2025-01-21 10:00:00+00:00,10,Tuesday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.36405765,-71.05808411
13621,5501334,2025-02-13 11:27:00+00:00,11,Thursday,February,0,Property damage only (none injured),0,2,0,0,Rain,Rain,Wet,Wet,Daylight,Daylight,Angle,35.0,Four-way intersection,Traffic control signal,42.34278847,-71.0617576
13647,5501306,2025-02-21 20:10:00+00:00,20,Friday,February,0,Property damage only (none injured),0,2,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Unknown,25.0,T-intersection,Stop signs,42.29014789,-71.07077937
13654,5501299,2025-02-22 18:07:00+00:00,18,Saturday,February,1,Non-fatal injury,1,4,3,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,"Sideswipe, same direction",25.0,Four-way intersection,Traffic control signal,42.30028198,-71.10465929
13671,5501282,2025-02-20 21:30:00+00:00,21,Thursday,February,0,Property damage only (none injured),0,1,0,0,Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Unknown,25.0,T-intersection,Traffic control signal,42.2994653,-71.06475328
13810,5501711,2025-02-24 07:55:00+00:00,7,Monday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,Not at junction,No controls,42.34792111,-71.04011366
13823,5501695,2025-02-24 09:30:00+00:00,9,Monday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",,T-intersection,No controls,42.37237051,-71.03903022
13827,5501691,2025-01-17 10:09:00+00:00,10,Friday,January,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,20.0,Four-way intersection,Traffic control signal,42.36812286,-71.02469426
13941,5501573,2025-02-24 00:03:00+00:00,0,Monday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Wet,Wet,Dark - roadway not lighted,Dark - Lighted,"Sideswipe, same direction",25.0,Not at junction,No controls,42.33845756,-71.15208698
13945,5501569,2025-02-21 19:46:00+00:00,19,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,Not at junction,Not reported,42.25314062,-71.11887525
13963,5501550,2025-02-05 13:39:00+00:00,13,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",30.0,Not at junction,No controls,42.32036143,-71.11685386
13967,5501546,2025-02-05 20:50:00+00:00,20,Wednesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Not at junction,No controls,42.37410705,-71.06787709
13969,5501544,2025-02-18 13:10:00+00:00,13,Tuesday,February,0,Non-fatal injury,1,3,1,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,25.0,Not at junction,No controls,42.32146132,-71.0522777
13971,5501542,2025-01-24 01:25:00+00:00,1,Friday,January,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,40.0,Not at junction,No controls,42.36052975,-71.07221442
14041,5501471,2025-01-16 07:30:00+00:00,7,Thursday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,40.0,Not at junction,No controls,42.35198778,-71.08987948
14059,5501453,2025-01-13 00:14:00+00:00,0,Monday,January,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Dark - roadway not lighted,Dark - Lighted,Angle,25.0,Four-way intersection,Stop signs,42.3553246,-71.07504911
14085,5501421,2025-02-18 12:08:00+00:00,12,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Single vehicle crash,55.0,Not at junction,No controls,42.35776007,-71.14075455
14087,5501419,2025-02-17 11:04:00+00:00,11,Monday,February,0,Property damage only (none injured),0,2,0,0,Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,55.0,Not at junction,No controls,42.35790992,-71.15431025
14089,5501417,2025-02-16 03:45:00+00:00,3,Sunday,February,1,Property damage only (none injured),0,1,0,0,"Snow/Sleet, hail (freezing rain or drizzle)",Rain,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,55.0,Not at junction,No controls,42.35750904,-71.13878942
14099,5501407,2025-02-14 05:30:00+00:00,5,Friday,February,0,Non-fatal injury,1,2,2,0,Clear/Clear,Clear,Dry,Dry,Dawn,Dawn/Dusk,Rear-end,55.0,Not at junction,No controls,42.33337678,-71.06373504
14106,5501400,2025-02-14 17:21:00+00:00,17,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,,Not at junction,No controls,42.35971915,-71.05241481
14107,5501399,2025-02-17 17:14:00+00:00,17,Monday,February,0,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Rear-end,45.0,Not at junction,No controls,42.34865068,-71.10467381
14108,5501398,2025-02-16 18:13:00+00:00,18,Sunday,February,1,Property damage only (none injured),0,4,0,0,Clear/Clear,Clear,Wet,Wet,Dusk,Dawn/Dusk,Rear-end,45.0,Not at junction,No controls,42.36405765,-71.05808411
14134,5501372,2025-02-08 16:20:00+00:00,16,Saturday,February,1,Property damage only (none injured),0,3,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",55.0,Not at junction,No controls,42.3477551,-71.09524548
14167,5502284,2025-02-16 21:33:00+00:00,21,Sunday,February,1,Non-fatal injury,1,2,4,0,Cloudy/Other,Cloudy,Ice,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Rear-end,25.0,Four-way intersection,Traffic control signal,42.28723443,-71.09054831
14169,5502282,2025-02-04 09:45:00+00:00,9,Tuesday,February,0,Non-fatal injury,1,2,2,0,Clear,Clear,Other,Other,Daylight,Daylight,"Sideswipe, same direction",25.0,T-intersection,No controls,42.31840454,-71.09837691
14175,5502276,2025-02-19 11:10:00+00:00,11,Wednesday,February,0,Non-fatal injury,1,2,1,0,Clear,Clear,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",25.0,Traffic circle,Yield signs,42.32175029,-71.05168533
14184,5502267,2025-02-11 14:01:00+00:00,14,Tuesday,February,0,Non-fatal injury,1,2,1,0,Cloudy/Cloudy,Cloudy,Dry,Dry,Daylight,Daylight,"Sideswipe, same direction",35.0,Y-intersection,No controls,42.34970697,-71.09161479
14191,5502260,2025-02-13 23:31:00+00:00,23,Thursday,February,0,Property damage only (none injured),0,1,0,0,Clear,Clear,Ice,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,25.0,Off-ramp,No controls,42.36452198,-71.13637567
14320,5502129,2025-02-15 18:54:00+00:00,18,Saturday,February,1,Property damage only (none injured),0,2,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Rear-end,30.0,Not at junction,No controls,42.28511487,-71.04079463
14324,5502125,2025-02-18 18:46:00+00:00,18,Tuesday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Dark - lighted roadway,Dark - Lighted,Rear-end,55.0,Not at junction,No controls,42.32437125,-71.05581443
14327,5502122,2025-02-14 16:47:00+00:00,16,Friday,February,0,Property damage only (none injured),0,2,0,0,Clear/Clear,Clear,Dry,Dry,Daylight,Daylight,Front to Rear,30.0,Four-way intersection,Traffic control signal,42.29394934,-71.0472557
14328,5502121,2025-02-15 19:10:00+00:00,19,Saturday,February,1,Property damage only (none injured),0,1,0,0,Snow/Snow,Snow/Ice,Snow,Snow/Ice,Dark - lighted roadway,Dark - Lighted,Single vehicle crash,30.0,Not at junction,No controls,42.32123189,-71.05188728
